Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,FunctioningDay,DayOfWeek,RushHour,Month,HourDPT,HourDPT%,ComfortIndex,ComfortIndexScaled,ComfortAdd,ComfortAddScaled
2018-05-11,941,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,1.0,0,1,4,0,5,134.0,0.23,16.1192,0.66,3.71,0.42
2018-04-03,388,6,16.8,74,1.2,1265,12.1,0.0,0.0,0.0,1.0,0,1,1,0,4,72.6,0.12,16.4711,0.67,1.98,0.37
2018-04-27,985,9,13.2,57,0.8,1003,4.8,1.39,0.0,0.0,1.0,0,1,4,1,4,43.2,0.07,13.50745,0.58,0.95,0.35
2018-04-28,1435,20,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,1.0,0,1,5,0,4,-12.0,-0.02,14.8822,0.62,-0.3,0.32
2018-03-26,983,8,6.4,90,1.4,117,4.8,0.13,0.0,0.0,1.0,0,1,0,1,3,38.4,0.07,6.8455,0.38,0.48,0.34
2018-03-22,107,3,1.3,87,1.7,822,-0.6,0.0,0.0,0.0,1.0,0,1,3,0,3,-1.7999999999999998,-0.0,2.2438,0.25,-0.0,0.32
2018-05-03,361,0,8.7,86,3.1,2000,6.4,0.0,0.0,0.0,1.0,0,1,3,0,5,0.0,0.0,9.1466,0.45,0.0,0.32
2018-05-12,22,18,15.4,97,1.9,340,14.9,0.03,2.0,0.0,1.0,0,1,5,1,5,268.2,0.46,15.38515,0.64,7.08,0.5
2018-04-12,829,11,16.2,30,2.4,1700,-1.4,2.68,0.0,0.0,1.0,0,1,3,0,4,-15.4,-0.03,15.5455,0.64,-0.47,0.31
2018-03-18,152,7,5.5,58,1.0,937,-2.1,0.0,0.0,0.0,1.0,0,1,6,1,3,-14.7,-0.03,7.579000000000001,0.41,-0.23,0.32
2018-03-16,278,1,7.2,83,2.1,2000,4.4,0.0,0.0,0.0,1.0,0,1,4,0,3,4.4,0.01,7.88255,0.42,0.08,0.33
2018-05-09,1242,12,18.7,39,1.9,1925,4.4,3.21,0.0,0.0,1.0,0,1,2,0,5,52.8,0.09,17.2909,0.7,1.56,0.36
2018-05-14,121,4,11.9,94,1.3,210,10.9,0.0,0.0,0.0,1.0,0,1,0,0,5,43.6,0.07,11.9858,0.54,0.84,0.34
2018-04-21,1315,13,24.6,10,2.7,2000,-9.0,3.31,0.0,0.0,1.0,0,1,5,0,4,-117.0,-0.2,19.6005,0.77,-3.92,0.22
2018-04-01,110,6,12.4,61,0.4,1131,5.0,0.0,0.0,0.0,1.0,0,1,6,0,4,30.0,0.05,12.85045,0.56,0.64,0.34
2018-03-02,375,13,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,1.0,0,1,4,0,3,-223.6,-0.38,7.5338,0.41,-2.86,0.25
2018-04-16,1355,21,11.1,39,1.5,1734,-2.3,0.0,0.0,0.0,1.0,0,1,0,0,4,-48.3,-0.08,12.2407,0.55,-0.98,0.3
2018-04-01,342,8,12.9,64,1.5,778,6.2,0.06,0.0,0.0,1.0,0,1,6,1,4,49.6,0.09,13.2168,0.57,1.19,0.35
2018-04-30,1044,23,17.9,79,0.4,323,14.1,0.0,0.0,0.0,1.0,0,1,0,0,4,324.3,0.56,17.507299999999997,0.7,9.8,0.57
2018-03-20,418,10,7.4,35,3.5,1990,-7.0,1.81,0.0,0.0,1.0,0,1,1,0,3,-70.0,-0.12,9.93825,0.48,-1.19,0.29
2018-03-01,147,1,2.1,97,0.2,859,1.6,0.0,0.0,0.0,1.0,0,1,3,0,3,1.6,0.0,2.3046,0.25,0.0,0.32
2018-04-27,562,1,11.5,57,1.8,1471,3.2,0.0,0.0,0.0,1.0,0,1,4,0,4,3.2,0.01,12.2095,0.54,0.12,0.33
2018-04-03,275,2,17.0,73,1.6,1184,12.1,0.0,0.0,0.0,1.0,0,1,1,0,4,24.2,0.04,16.62875,0.68,0.67,0.34
2018-05-28,1131,9,21.7,48,1.1,1806,10.2,1.92,0.0,0.0,1.0,0,1,0,1,5,91.8,0.16,19.6408,0.77,3.14,0.4
2018-03-27,1521,18,16.8,60,3.1,580,8.9,0.46,0.0,0.0,1.0,0,1,1,1,3,160.20000000000002,0.28,16.294,0.67,4.56,0.44
2018-03-12,946,19,10.6,47,2.0,425,-0.2,0.03,0.0,0.0,1.0,0,1,0,1,3,-3.8,-0.01,11.73685,0.53,-0.12,0.32
2018-03-28,494,10,14.7,62,2.9,684,7.4,1.59,0.0,0.0,1.0,0,1,2,0,3,74.0,0.13,14.6582,0.62,1.91,0.37
2018-03-17,60,5,1.0,62,0.9,2000,-5.4,0.0,0.0,0.0,1.0,0,1,5,0,3,-27.0,-0.05,3.8215,0.29,-0.19,0.32
2018-03-24,855,14,12.7,55,3.4,378,3.8,2.42,0.0,0.0,1.0,0,1,5,0,3,53.2,0.09,13.1455,0.57,1.18,0.35
2018-04-09,799,12,10.4,44,1.7,1235,-1.3,2.93,0.0,0.0,1.0,0,1,0,0,4,-15.6,-0.03,11.6628,0.53,-0.35,0.31
2018-03-27,774,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,1.0,0,1,1,0,3,139.2,0.24,18.125,0.72,4.35,0.43
2018-03-06,475,11,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,1.0,0,1,1,0,3,-66.0,-0.11,8.9609,0.45,-0.99,0.3
2018-04-20,1358,20,21.1,43,1.8,788,8.0,0.0,0.0,0.0,1.0,0,1,4,0,4,160.0,0.27,19.030900000000003,0.75,5.14,0.45
2018-03-20,294,23,1.8,37,2.3,2000,-11.3,0.0,0.0,0.0,1.0,0,1,1,0,3,-259.90000000000003,-0.45,6.20055,0.37,-2.79,0.25
2018-04-22,155,6,14.6,42,0.5,2000,1.8,0.0,0.0,0.0,1.0,0,1,6,0,4,10.8,0.02,14.5681,0.62,0.29,0.33
2018-03-27,278,1,8.7,70,0.9,398,3.5,0.0,0.0,0.0,1.0,0,1,1,0,3,3.5,0.01,9.657,0.47,0.1,0.33
2018-03-10,906,14,9.2,38,2.6,1377,-4.4,2.53,0.0,0.0,1.0,0,1,5,0,3,-61.60000000000001,-0.11,11.0073,0.51,-1.21,0.29
2018-04-30,1791,8,15.8,73,0.5,357,10.9,0.39,0.0,0.0,1.0,0,1,0,1,4,87.2,0.15,15.60695,0.65,2.34,0.38
2018-03-01,71,0,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,1.0,0,1,3,0,3,0.0,0.0,2.2750000000000004,0.25,0.0,0.32
2018-05-27,799,1,19.8,61,1.4,943,12.0,0.0,0.0,0.0,1.0,0,1,6,0,5,12.0,0.02,18.66315,0.74,0.37,0.33
2018-04-14,633,21,9.1,76,3.5,1113,5.0,0.0,0.0,0.0,1.0,0,1,5,0,4,105.0,0.18,9.8128,0.47,1.77,0.37
2018-04-13,1359,20,16.2,22,0.9,2000,-5.5,0.0,0.0,0.0,1.0,0,1,4,0,4,-110.0,-0.19,15.4707,0.64,-2.94,0.25
2018-04-19,20,8,9.6,39,0.8,1003,-3.7,0.79,0.0,0.0,1.0,0,1,3,1,4,-29.6,-0.05,11.24395,0.52,-0.56,0.31
2018-05-12,19,13,12.6,97,0.6,327,12.1,0.14,3.0,0.0,1.0,0,1,5,0,5,157.29999999999998,0.27,12.63135,0.56,3.41,0.41
2018-03-27,1201,8,9.3,62,0.6,519,2.3,0.25,0.0,0.0,1.0,0,1,1,1,3,18.4,0.03,10.3868,0.49,0.31,0.33
2018-04-23,6,5,9.2,95,2.3,404,8.4,0.0,2.5,0.0,1.0,0,1,0,0,4,42.0,0.07,9.34575,0.46,0.65,0.34
2018-05-13,220,7,13.7,98,1.6,468,13.3,0.1,0.0,0.0,1.0,0,1,6,1,5,93.1,0.16,13.7088,0.59,2.19,0.38
2018-05-06,7,6,15.1,97,0.3,225,14.6,0.0,3.0,0.0,1.0,0,1,6,0,5,87.6,0.15,15.0901,0.63,2.26,0.38
2018-04-30,132,4,14.6,57,1.2,495,6.1,0.0,0.0,0.0,1.0,0,1,0,0,4,24.4,0.04,14.57635,0.62,0.58,0.34
2018-05-05,392,3,11.6,53,1.1,1904,2.3,0.0,0.0,0.0,1.0,0,1,5,0,5,6.9,0.01,12.34965,0.55,0.12,0.33
2018-04-27,258,3,10.7,63,1.1,989,3.9,0.0,0.0,0.0,1.0,0,1,4,0,4,11.7,0.02,11.4733,0.52,0.23,0.33
2018-05-13,178,1,15.1,97,1.7,173,14.6,0.0,0.2,0.0,1.0,0,1,6,0,5,14.6,0.03,15.0901,0.63,0.45,0.33
2018-05-11,2701,18,17.9,37,3.1,1819,2.9,0.36,0.0,0.0,1.0,0,1,4,1,5,52.2,0.09,16.721899999999998,0.68,1.5,0.36
2018-03-05,1155,18,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,1.0,0,1,0,1,3,-45.0,-0.08,9.9656,0.48,-0.8,0.3
2018-05-22,58,21,17.0,85,1.1,597,14.4,0.0,0.5,0.0,1.0,0,1,1,0,5,302.40000000000003,0.52,16.79375,0.68,8.73,0.55
2018-05-09,1324,15,21.2,35,2.9,1733,5.1,2.88,0.0,0.0,1.0,0,1,2,0,5,76.5,0.13,18.80475,0.74,2.44,0.39
2018-05-23,25,1,15.3,97,3.2,178,14.8,0.0,3.0,0.0,1.0,0,1,2,0,5,14.8,0.03,15.2868,0.64,0.46,0.33
2018-05-20,1636,21,17.8,26,1.3,2000,-1.9,0.0,0.0,0.0,1.0,0,1,6,0,5,-39.9,-0.07,16.4569,0.67,-1.15,0.29
2018-03-24,736,18,9.0,76,3.0,288,4.9,0.45,0.0,0.0,1.0,0,1,5,1,3,88.2,0.15,9.726,0.47,1.46,0.36
2018-04-11,0,0,14.4,82,4.6,1041,11.3,0.0,0.0,0.0,1.0,0,0,2,0,4,0.0,0.0,14.4099,0.61,0.0,0.32
2018-05-19,676,1,11.4,74,1.3,2000,6.9,0.0,0.0,0.0,1.0,0,1,5,0,5,6.9,0.01,11.8433,0.53,0.12,0.33
2018-05-10,0,3,12.9,74,1.7,1698,8.3,0.0,0.0,0.0,1.0,0,0,3,0,5,24.9,0.04,13.1288,0.57,0.53,0.34
2018-03-18,67,5,5.6,55,1.2,1008,-2.7,0.0,0.0,0.0,1.0,0,1,6,0,3,-13.5,-0.02,7.80275,0.41,-0.16,0.32
2018-03-20,488,11,8.4,34,3.6,1966,-6.5,2.36,0.0,0.0,1.0,0,1,1,0,3,-71.5,-0.12,10.6143,0.5,-1.27,0.29
2018-04-25,906,23,14.0,45,0.6,1901,2.2,0.0,0.0,0.0,1.0,0,1,2,0,4,50.6,0.09,14.15125,0.6,1.27,0.36
2018-04-20,1213,21,19.2,50,1.5,842,8.5,0.0,0.0,0.0,1.0,0,1,4,0,4,178.5,0.31,17.9075,0.71,5.55,0.47
2018-05-22,2000,13,22.7,52,1.0,1399,12.3,0.94,0.0,0.0,1.0,0,1,1,0,5,159.9,0.27,20.5352,0.79,5.54,0.47
2018-05-10,0,6,11.4,80,1.0,885,8.0,0.02,0.0,0.0,1.0,0,0,3,0,5,48.0,0.08,11.741,0.53,0.94,0.35
2018-03-25,336,23,8.0,82,1.3,196,5.1,0.0,0.0,0.0,1.0,0,1,6,0,3,117.3,0.2,8.6435,0.44,1.73,0.37
2018-03-23,661,7,2.5,79,1.4,536,-0.7,0.01,0.0,0.0,1.0,0,1,4,1,3,-4.9,-0.01,3.886,0.3,-0.04,0.32
2018-03-27,699,9,11.6,51,0.8,498,1.7,0.84,0.0,0.0,1.0,0,1,1,1,3,15.3,0.03,12.38155,0.55,0.37,0.33
2018-05-17,144,1,22.0,97,2.1,192,21.4,0.0,0.5,0.0,1.0,0,1,3,0,5,21.4,0.04,21.87625,0.83,0.88,0.35
2018-05-08,1457,16,22.0,41,1.7,2000,8.1,2.04,0.0,0.0,1.0,0,1,1,0,5,129.6,0.22,19.56625,0.76,4.3,0.43
2018-05-24,1863,17,23.4,38,2.7,1885,8.2,1.76,0.0,0.0,1.0,0,1,3,1,5,139.39999999999998,0.24,20.3651,0.79,4.89,0.45
2018-04-24,77,5,9.4,93,1.3,2000,8.3,0.0,0.0,0.0,1.0,0,1,1,0,4,41.5,0.07,9.59635,0.47,0.67,0.34
2018-05-27,2242,16,24.0,36,1.6,1811,7.9,1.34,0.0,0.0,1.0,0,1,6,0,5,126.4,0.22,20.656,0.8,4.54,0.44
2018-03-04,239,10,9.8,90,0.8,335,8.2,0.64,0.0,0.0,1.0,0,1,6,0,3,82.0,0.14,10.0585,0.48,1.41,0.36
2018-05-21,200,5,11.9,0,1.3,2000,-2.7,0.0,0.0,0.0,1.0,0,1,0,0,5,-13.5,-0.02,13.33,0.58,-0.27,0.32
2018-05-12,34,16,13.8,97,0.7,196,13.3,0.12,1.5,0.0,1.0,0,1,5,0,5,212.8,0.37,13.81155,0.59,5.11,0.45
2018-05-02,612,0,19.7,76,0.5,386,15.3,0.0,0.0,0.0,1.0,0,1,2,0,5,0.0,0.0,19.0136,0.75,0.0,0.32
2018-04-03,664,10,18.9,66,2.0,1298,12.4,0.85,0.0,0.0,1.0,0,1,1,0,4,124.0,0.21,18.0772,0.72,3.8,0.42
2018-03-30,284,6,10.3,70,1.2,555,5.0,0.0,0.0,0.0,1.0,0,1,4,0,3,30.0,0.05,10.993,0.51,0.55,0.34
2018-04-10,133,21,17.5,70,7.3,1634,11.9,0.0,0.5,0.0,1.0,0,1,1,0,4,249.9,0.43,17.005,0.69,7.31,0.51
2018-04-23,50,19,9.4,95,1.8,531,8.6,0.03,1.5,0.0,1.0,0,1,0,1,4,163.4,0.28,9.54025,0.47,2.67,0.39
2018-03-18,226,2,5.5,56,1.2,1067,-2.5,0.0,0.0,0.0,1.0,0,1,6,0,3,-5.0,-0.01,7.678,0.41,-0.08,0.32
2018-05-21,1118,9,17.7,27,1.3,2000,-1.5,2.02,0.0,0.0,1.0,0,1,0,1,5,-13.5,-0.02,16.4152,0.67,-0.33,0.31
2018-03-19,27,5,6.2,89,1.5,338,4.5,0.0,0.0,0.0,1.0,0,1,0,0,3,22.5,0.04,6.7021500000000005,0.38,0.27,0.33
2018-05-04,1389,20,14.1,46,3.4,1940,2.6,0.01,0.0,0.0,1.0,0,1,4,0,5,52.0,0.09,14.2188,0.6,1.28,0.36
2018-05-06,16,7,15.1,97,0.5,311,14.6,0.03,2.5,0.0,1.0,0,1,6,1,5,102.2,0.18,15.0901,0.63,2.72,0.39
2018-03-06,504,12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,1.0,0,1,1,0,3,-76.80000000000001,-0.13,10.678,0.5,-1.39,0.29
2018-04-22,384,14,20.7,32,1.5,1996,3.3,0.69,0.0,0.0,1.0,0,1,6,0,4,46.2,0.08,18.3812,0.73,1.47,0.36
2018-03-20,522,12,9.0,33,3.1,1985,-6.4,2.59,0.0,0.0,1.0,0,1,1,0,3,-76.80000000000001,-0.13,11.02675,0.51,-1.43,0.29
2018-05-27,2019,15,23.9,37,2.6,1889,8.3,1.82,0.0,0.0,1.0,0,1,6,0,5,124.5,0.21,20.6429,0.8,4.34,0.43
2018-03-08,17,5,3.1,90,1.2,974,1.6,0.0,0.0,0.0,1.0,0,1,3,0,3,8.0,0.01,3.727,0.29,0.04,0.32
2018-04-15,401,8,7.0,78,0.9,656,3.4,0.56,0.0,0.0,1.0,0,1,6,1,4,27.2,0.05,7.9075,0.42,0.4,0.33
2018-04-12,1142,22,13.5,15,2.2,2000,-12.6,0.0,0.0,0.0,1.0,0,1,3,0,4,-277.2,-0.48,13.9675,0.6,-6.7,0.15
2018-04-01,841,22,16.7,83,2.4,416,13.7,0.0,0.0,0.0,1.0,0,1,6,0,4,301.4,0.52,16.4943,0.67,8.58,0.54
2018-05-23,1183,14,22.0,33,3.4,1966,4.9,3.41,0.0,0.0,1.0,0,1,2,0,5,68.60000000000001,0.12,19.23625,0.75,2.31,0.38
2018-04-21,436,2,14.7,63,1.8,611,7.7,0.0,0.0,0.0,1.0,0,1,5,0,4,15.4,0.03,14.6593,0.62,0.44,0.33
2018-05-23,1588,22,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,1.0,0,1,2,0,5,149.6,0.26,14.73235,0.62,3.83,0.42
2018-05-24,1455,16,23.5,36,4.0,1763,7.5,2.42,0.0,0.0,1.0,0,1,3,0,5,120.0,0.21,20.332,0.79,4.27,0.43
2018-03-09,228,1,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,1.0,0,1,4,0,3,-1.5,-0.0,4.53745,0.32,-0.0,0.32
2018-03-01,460,16,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,1.0,0,1,3,0,3,-209.6,-0.36,6.22735,0.37,-2.24,0.27
2018-04-01,1349,15,18.2,63,2.2,687,11.0,0.72,0.0,0.0,1.0,0,1,6,0,4,165.0,0.28,17.44705,0.7,4.89,0.45
2018-03-20,1212,8,4.3,43,4.2,2000,-7.2,0.37,0.0,0.0,1.0,0,1,1,1,3,-57.6,-0.1,7.4977,0.4,-0.75,0.3
2018-05-27,2044,20,20.6,41,2.3,1788,6.8,0.09,0.0,0.0,1.0,0,1,6,0,5,136.0,0.23,18.62055,0.74,4.28,0.43
2018-04-17,1727,18,17.1,31,3.3,1501,-0.1,0.93,0.0,0.0,1.0,0,1,1,1,4,-1.8,-0.0,16.113300000000002,0.66,-0.0,0.32
2018-05-26,1448,14,28.3,30,2.3,1025,9.0,3.14,0.0,0.0,1.0,0,1,5,0,5,126.0,0.22,22.987,0.87,5.06,0.45
2018-05-26,1985,19,24.9,46,3.1,1341,12.4,0.43,0.0,0.0,1.0,0,1,5,1,5,235.6,0.4,21.8112,0.83,8.72,0.55
2018-04-07,908,17,7.6,36,5.3,2000,-6.5,1.8,0.0,0.0,1.0,0,1,5,1,4,-110.5,-0.19,10.0288,0.48,-1.91,0.27
2018-05-20,2143,16,22.2,23,2.2,2000,0.0,1.66,0.0,0.0,1.0,0,1,6,0,5,0.0,0.0,18.93905,0.75,0.0,0.32
2018-05-10,0,1,13.9,66,1.0,1960,7.6,0.0,0.0,0.0,1.0,0,0,3,0,5,7.6,0.01,14.0122,0.6,0.14,0.33
2018-03-10,79,5,0.8,80,0.3,565,-2.2,0.0,0.0,0.0,1.0,0,1,5,0,3,-11.0,-0.02,2.3069999999999995,0.25,-0.05,0.32
2018-03-13,890,16,17.6,53,3.7,1735,7.8,1.4,0.0,0.0,1.0,0,1,1,0,3,124.8,0.21,16.798650000000002,0.68,3.53,0.41
2018-03-26,925,17,17.1,31,3.3,1075,-0.1,1.33,0.0,0.0,1.0,0,1,0,1,3,-1.7000000000000002,-0.0,16.113300000000002,0.66,-0.0,0.32
2018-03-15,329,15,11.6,97,3.4,117,11.1,0.26,0.0,0.0,1.0,0,1,3,0,3,166.5,0.29,11.64785,0.53,3.38,0.41
2018-04-07,80,4,1.6,70,3.6,1392,-3.2,0.0,0.1,0.0,1.0,0,1,5,0,4,-12.8,-0.02,3.728500000000001,0.29,-0.07,0.32
2018-05-18,697,14,16.7,88,1.5,1760,14.6,0.72,0.0,0.0,1.0,0,1,4,0,5,204.4,0.35,16.5548,0.67,5.79,0.47
2018-05-15,562,6,15.4,84,0.8,235,12.7,0.03,0.0,0.0,1.0,0,1,1,0,5,76.19999999999999,0.13,15.3208,0.64,1.99,0.37
2018-05-10,0,5,11.5,80,0.9,974,8.1,0.0,0.0,0.0,1.0,0,0,3,0,5,40.5,0.07,11.83,0.53,0.83,0.34
2018-03-15,10,6,14.4,96,0.7,453,13.7,0.0,8.0,0.0,1.0,0,1,3,0,3,82.19999999999999,0.14,14.4022,0.61,2.02,0.37
2018-05-13,2338,18,19.0,66,1.3,1111,12.4,0.95,0.0,0.0,1.0,0,1,6,1,5,223.2,0.38,18.1585,0.72,6.9,0.5
2018-05-13,1434,12,18.3,65,1.2,1489,11.5,2.4,0.0,0.0,1.0,0,1,6,0,5,138.0,0.24,17.5685,0.7,4.22,0.43
2018-04-29,1375,12,20.5,31,2.6,1299,2.7,2.79,0.0,0.0,1.0,0,1,6,0,4,32.400000000000006,0.06,18.223,0.72,1.09,0.35
2018-05-09,552,0,11.6,57,1.9,2000,3.3,0.0,0.0,0.0,1.0,0,1,2,0,5,0.0,0.0,12.28585,0.55,0.0,0.32
2018-04-20,1080,15,26.1,27,1.8,581,5.6,2.59,0.0,0.0,1.0,0,1,4,0,4,84.0,0.14,21.4426,0.82,3.0,0.4
2018-03-10,931,15,8.1,36,4.7,1964,-6.1,2.23,0.0,0.0,1.0,0,1,5,0,3,-91.5,-0.16,10.3528,0.49,-1.66,0.28
2018-04-28,522,2,12.0,76,1.0,363,7.8,0.0,0.0,0.0,1.0,0,1,5,0,4,15.6,0.03,12.33,0.55,0.37,0.33
2018-04-15,620,22,9.0,65,1.7,1953,2.7,0.0,0.0,0.0,1.0,0,1,6,0,4,59.400000000000006,0.1,10.05875,0.48,1.01,0.35
2018-03-12,588,13,13.6,34,1.8,458,-1.9,2.23,0.0,0.0,1.0,0,1,0,0,3,-24.7,-0.04,13.9267,0.6,-0.56,0.31
2018-05-30,2166,17,24.1,41,2.2,1980,10.0,1.9,0.0,0.0,1.0,0,1,2,1,5,170.0,0.29,20.9848,0.81,6.09,0.48
2018-03-24,513,20,7.1,83,3.3,203,4.4,0.0,0.0,0.0,1.0,0,1,5,0,3,88.0,0.15,7.7919,0.41,1.17,0.35
2018-03-31,1381,14,20.1,30,3.0,1554,1.9,2.57,0.0,0.0,1.0,0,1,5,0,3,26.6,0.05,17.944000000000003,0.72,0.9,0.35
2018-05-12,862,0,16.1,54,1.3,1052,6.7,0.0,0.0,0.0,1.0,0,1,5,0,5,0.0,0.0,15.695200000000002,0.65,0.0,0.32
2018-04-23,233,23,9.8,87,1.9,2000,7.7,0.0,0.0,0.0,1.0,0,1,0,0,4,177.1,0.3,10.13605,0.48,3.04,0.4
2018-05-04,480,1,9.7,63,2.1,1610,2.9,0.0,0.0,0.0,1.0,0,1,4,0,5,2.9,0.0,10.6768,0.5,0.0,0.32
2018-05-12,207,4,15.0,61,0.8,867,7.5,0.0,0.0,0.0,1.0,0,1,5,0,5,30.0,0.05,14.89275,0.62,0.74,0.34
2018-03-31,264,7,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,1.0,0,1,5,1,3,32.2,0.06,10.27,0.49,0.62,0.34
2018-04-26,1531,20,14.4,50,2.7,1216,4.0,0.01,0.0,0.0,1.0,0,1,3,0,4,80.0,0.14,14.4275,0.61,2.02,0.37
2018-05-04,1256,22,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,1.0,0,1,4,0,5,83.6,0.14,13.1455,0.57,1.84,0.37
2018-05-19,1865,13,21.9,39,2.0,2000,7.3,3.52,0.0,0.0,1.0,0,1,5,0,5,94.9,0.16,19.4173,0.76,3.11,0.4
2018-04-02,1213,22,17.4,66,2.3,1565,10.9,0.0,0.0,0.0,1.0,0,1,0,0,4,239.8,0.41,16.857699999999998,0.68,6.91,0.5
2018-03-23,682,13,10.9,36,2.1,1073,-3.6,2.87,0.0,0.0,1.0,0,1,4,0,3,-46.8,-0.08,12.1672,0.54,-0.97,0.3
2018-05-18,1263,21,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,1.0,0,1,4,0,5,218.4,0.38,15.1812,0.63,5.77,0.47
2018-05-10,0,10,17.3,52,2.3,1235,7.3,2.38,0.0,0.0,1.0,0,0,3,0,5,73.0,0.13,16.5608,0.67,2.15,0.38
2018-05-15,764,0,18.1,77,0.5,287,13.9,0.0,0.0,0.0,1.0,0,1,1,0,5,0.0,0.0,17.6446,0.71,0.0,0.32
2018-03-10,757,13,8.2,42,3.1,1261,-3.9,2.66,0.0,0.0,1.0,0,1,5,0,3,-50.7,-0.09,10.2097,0.49,-0.92,0.3
2018-03-05,533,21,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,1.0,0,1,0,0,3,-86.1,-0.15,5.6707,0.35,-0.85,0.3
2018-05-11,1863,17,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,1.0,0,1,4,1,5,112.2,0.19,17.569,0.7,3.34,0.41
2018-04-10,933,15,21.4,33,4.8,1998,4.4,1.63,0.0,0.0,1.0,0,1,1,0,4,66.0,0.11,18.85735,0.74,2.07,0.38
2018-03-10,573,19,5.3,67,2.6,1314,-0.3,0.02,0.0,0.0,1.0,0,1,5,1,3,-5.7,-0.01,6.969799999999999,0.39,-0.07,0.32
2018-03-23,1216,8,2.6,77,1.3,567,-1.0,0.21,0.0,0.0,1.0,0,1,4,1,3,-8.0,-0.01,4.10535,0.3,-0.04,0.32
2018-04-24,710,11,14.1,62,1.6,2000,6.9,1.08,0.0,0.0,1.0,0,1,1,0,4,75.9,0.13,14.1836,0.6,1.84,0.37
2018-05-04,1298,21,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,1.0,0,1,4,0,5,46.2,0.08,13.6498,0.59,1.09,0.35
2018-05-03,156,3,7.0,86,1.2,2000,4.8,0.0,0.0,0.0,1.0,0,1,3,0,5,14.4,0.02,7.577500000000001,0.41,0.15,0.33
2018-05-11,1295,15,19.9,47,3.3,484,8.2,1.83,0.0,0.0,1.0,0,1,4,0,5,123.0,0.21,18.3259,0.73,3.85,0.42
2018-03-08,555,15,9.2,53,3.3,1896,0.1,2.23,0.0,0.0,1.0,0,1,3,0,3,1.5,0.0,10.57005,0.5,0.0,0.32
2018-03-29,390,1,13.0,81,1.9,484,9.8,0.0,0.0,0.0,1.0,0,1,3,0,3,9.8,0.02,13.15675,0.57,0.26,0.33
2018-03-03,431,11,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,1.0,0,1,5,0,3,-141.9,-0.24,10.8808,0.51,-2.61,0.26
2018-05-15,372,2,17.1,74,0.4,350,12.4,0.0,0.0,0.0,1.0,0,1,1,0,5,24.8,0.04,16.7282,0.68,0.67,0.34
2018-04-04,378,9,10.4,81,1.4,2000,7.2,0.36,0.0,0.0,1.0,0,1,2,1,4,64.8,0.11,10.82845,0.5,1.19,0.35
2018-03-07,48,23,6.0,79,2.0,918,2.6,0.0,0.0,0.0,1.0,0,1,2,0,3,59.8,0.1,6.98175,0.39,0.7,0.34
2018-05-05,877,10,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,1.0,0,1,5,0,5,62.0,0.11,17.0308,0.69,1.87,0.37
2018-04-24,68,2,10.1,83,1.4,2000,7.3,0.0,0.1,0.0,1.0,0,1,1,0,4,14.6,0.03,10.5114,0.49,0.32,0.33
2018-04-09,1185,16,15.3,24,1.5,1534,-5.1,2.0,0.0,0.0,1.0,0,1,0,0,4,-81.6,-0.14,14.9656,0.63,-2.1,0.27
2018-04-13,1270,16,18.3,16,1.0,2000,-7.9,0.7,0.0,0.0,1.0,0,1,4,0,4,-126.4,-0.22,16.5444,0.67,-3.64,0.23
2018-03-19,605,17,8.5,59,2.7,1927,0.9,0.16,0.0,0.0,1.0,0,1,0,1,3,15.3,0.03,9.853,0.47,0.3,0.33
2018-03-11,394,10,5.9,69,2.6,330,0.6,1.43,0.0,0.0,1.0,0,1,6,0,3,6.0,0.01,7.366300000000001,0.4,0.07,0.32
2018-03-01,33,6,3.0,96,2.7,303,2.4,0.0,0.4,0.0,1.0,0,1,3,0,3,14.4,0.02,3.253,0.28,0.07,0.32
2018-04-21,988,23,16.0,33,0.5,1996,-0.2,0.0,0.0,0.0,1.0,0,1,5,0,4,-4.6000000000000005,-0.01,15.44725,0.64,-0.15,0.32
2018-03-09,105,3,2.7,75,0.7,417,-1.2,0.0,0.0,0.0,1.0,0,1,4,0,3,-3.6,-0.01,4.322500000000001,0.31,-0.04,0.32
