Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
30/06/2018,0.2275,4,21.7,93,0.1,244,20.5,0.0,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.05875,5,21.7,88,0.6,289,19.6,0.0,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.1375,6,22.1,85,0.5,303,19.4,0.01,0.1,0.0,summer,No Holiday,Yes
30/06/2018,0.335,7,22.5,86,0.6,299,20.0,0.07,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.78125,8,23.4,81,0.5,313,19.9,0.37,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.8275,9,24.2,81,0.9,295,20.7,0.53,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.91625,10,25.1,73,0.9,358,19.9,0.66,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.83875,11,26.4,71,1.0,430,20.7,1.36,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.8225,12,25.2,94,2.8,166,24.1,0.39,6.4,0.0,summer,No Holiday,Yes
30/06/2018,1.18,13,25.6,87,1.7,390,23.2,0.71,3.5,0.0,summer,No Holiday,Yes
30/06/2018,1.29375,14,27.5,69,0.5,736,21.2,1.84,0.0,0.0,summer,No Holiday,Yes
30/06/2018,1.38875,15,27.8,71,0.9,733,22.0,0.93,0.0,0.0,summer,No Holiday,Yes
30/06/2018,1.39625,16,27.9,69,0.5,880,21.6,0.61,0.0,0.0,summer,No Holiday,Yes
30/06/2018,1.36375,17,27.4,75,2.3,616,22.5,0.46,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.1325,18,27.5,79,0.5,1237,23.5,0.65,0.5,0.0,summer,No Holiday,Yes
30/06/2018,0.35125,19,24.3,95,0.5,958,23.4,0.11,4.0,0.0,summer,No Holiday,Yes
30/06/2018,0.7225,20,24.2,88,0.8,1276,22.0,0.06,0.0,0.0,summer,No Holiday,Yes
30/06/2018,1.00625,21,23.9,84,0.7,1552,21.0,0.0,0.0,0.0,summer,No Holiday,Yes
30/06/2018,1.13375,22,23.4,88,0.9,1153,21.2,0.0,0.0,0.0,summer,No Holiday,Yes
30/06/2018,0.89875,23,22.9,92,0.6,989,21.5,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,0.83125,0,22.6,88,0.2,1259,20.5,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,0.675,1,22.7,87,0.5,1072,20.4,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,0.4825,2,22.7,87,0.5,1187,20.4,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,0.21,3,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,0.01375,4,22.7,85,0.7,1547,20.0,0.0,0.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.1825,5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,summer,No Holiday,Yes
01/07/2018,-0.175,6,22.3,93,0.6,1262,21.1,0.01,0.4,0.0,summer,No Holiday,Yes
01/07/2018,-0.21875,7,22.1,89,0.5,1617,20.1,0.08,0.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.225,8,22.1,93,0.5,805,20.9,0.14,1.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.23875,9,22.1,94,0.9,624,21.0,0.22,1.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.23375,10,21.6,97,0.5,266,21.0,0.13,12.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.23625,11,21.2,97,1.2,105,20.6,0.15,18.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.23875,12,21.1,97,1.2,653,20.5,0.17,7.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.2125,13,21.2,97,1.1,760,20.6,0.2,3.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.2325,14,21.5,97,0.7,1522,20.9,0.29,1.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.18625,15,21.8,97,0.7,324,21.2,0.14,5.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.19875,16,22.2,97,1.1,1745,21.6,0.25,1.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.21875,17,22.4,96,0.4,1661,21.7,0.21,1.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.22875,18,22.2,96,1.2,673,21.5,0.09,3.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.2275,19,21.9,96,1.2,509,21.2,0.01,5.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.23,20,21.9,97,1.1,534,21.3,0.0,6.0,0.0,summer,No Holiday,Yes
01/07/2018,-0.22875,21,21.8,97,0.6,692,21.2,0.0,3.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.23,22,21.7,97,0.7,540,21.1,0.0,3.5,0.0,summer,No Holiday,Yes
01/07/2018,-0.23125,23,21.5,97,1.5,523,20.9,0.0,5.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.2175,0,21.4,97,0.6,680,20.8,0.0,2.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.215,1,21.3,97,1.0,1451,20.7,0.0,3.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.22875,2,21.2,97,0.8,1018,20.6,0.0,2.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.22125,3,21.1,96,2.4,866,20.4,0.0,4.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.1775,4,20.8,97,1.0,2000,20.3,0.0,4.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.215,5,20.7,97,0.3,2000,20.2,0.0,0.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.2,6,20.7,97,0.3,1262,20.2,0.0,1.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.0925,7,20.7,97,0.4,1801,20.2,0.0,0.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.12,8,20.8,96,0.4,1627,20.1,0.11,1.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.09,9,21.0,97,1.3,825,20.4,0.14,3.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.21625,10,21.4,97,0.6,563,20.8,0.27,1.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.05875,11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,summer,No Holiday,Yes
02/07/2018,0.0225,12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,summer,No Holiday,Yes
02/07/2018,0.13,13,22.6,97,0.6,367,22.0,0.3,0.5,0.0,summer,No Holiday,Yes
02/07/2018,0.22625,14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,summer,No Holiday,Yes
02/07/2018,0.52375,15,24.2,93,1.0,590,22.9,0.78,0.0,0.0,summer,No Holiday,Yes
02/07/2018,0.79875,16,25.2,87,0.9,601,22.8,0.88,0.0,0.0,summer,No Holiday,Yes
02/07/2018,0.82625,17,25.3,87,0.6,751,22.9,0.49,0.0,0.0,summer,No Holiday,Yes
02/07/2018,0.79,18,24.9,87,1.9,1742,22.5,0.25,0.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.195,19,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.17375,20,23.5,97,0.1,1814,22.9,0.04,24.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.16,21,23.4,98,0.4,1038,23.0,0.0,1.0,0.0,summer,No Holiday,Yes
02/07/2018,-0.14625,22,23.4,98,0.3,585,23.0,0.0,2.5,0.0,summer,No Holiday,Yes
02/07/2018,-0.04,23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,summer,No Holiday,Yes
03/07/2018,0.18625,0,23.2,98,0.2,927,22.8,0.0,0.5,0.0,summer,No Holiday,Yes
03/07/2018,0.25875,1,23.1,98,0.0,958,22.7,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.1925,2,23.0,98,0.1,1026,22.6,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.04125,3,22.8,98,0.0,1734,22.4,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,-0.06375,4,22.7,97,0.2,1808,22.1,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.03,5,22.6,97,0.0,1383,22.0,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.5,6,22.6,95,0.1,1937,21.7,0.05,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.385,7,23.5,86,0.2,1908,21.0,0.38,0.0,0.0,summer,No Holiday,Yes
03/07/2018,2.41875,8,24.3,83,0.5,1986,21.2,0.53,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.195,9,25.7,76,0.8,1920,21.1,1.11,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.7725,10,27.6,71,1.6,1870,21.8,2.14,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.8825,11,29.2,66,1.4,1953,22.1,2.72,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.93,12,30.1,64,1.2,2000,22.5,2.54,0.0,0.0,summer,No Holiday,Yes
03/07/2018,0.9925,13,31.2,54,1.3,1961,20.7,3.11,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.00125,14,31.0,56,1.5,2000,21.1,1.47,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.08625,15,32.0,54,1.2,1962,21.5,2.99,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.40625,16,31.3,52,1.2,2000,20.2,1.63,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.97875,17,32.4,50,2.2,2000,20.6,1.92,0.0,0.0,summer,No Holiday,Yes
03/07/2018,2.58,21,27.8,72,0.6,2000,22.2,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,2.185,22,26.9,78,0.6,1806,22.7,0.0,0.0,0.0,summer,No Holiday,Yes
03/07/2018,1.45625,23,26.4,78,0.3,2000,22.2,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.96375,0,25.9,79,0.3,2000,21.9,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.745,1,25.4,79,1.0,2000,21.4,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.44375,2,25.1,82,0.2,2000,21.8,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.215,3,24.9,83,0.2,1857,21.8,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.0425,4,24.7,82,0.3,2000,21.4,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.145,5,24.2,86,0.2,2000,21.7,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.68375,6,24.0,84,0.1,1969,21.1,0.05,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.5625,7,24.6,78,0.5,2000,20.5,0.33,0.0,0.0,summer,No Holiday,Yes
04/07/2018,2.51875,8,26.4,64,0.5,1909,19.0,1.33,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.23875,9,27.4,68,0.5,1941,20.9,1.31,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.78875,10,28.5,65,1.5,1519,21.2,1.74,0.0,0.0,summer,No Holiday,Yes
04/07/2018,0.92625,11,30.0,60,2.3,1861,21.3,2.61,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.02625,12,30.5,58,2.5,1741,21.2,2.26,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.00875,13,31.0,60,2.6,1657,22.3,2.75,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.00625,14,31.3,58,3.0,1479,22.0,2.46,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.0475,15,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.3825,16,31.6,57,2.7,1882,22.0,2.19,0.0,0.0,summer,No Holiday,Yes
04/07/2018,2.07,17,31.2,56,3.4,1943,21.3,1.82,0.0,0.0,summer,No Holiday,Yes
04/07/2018,2.5925,21,26.2,70,2.2,1908,20.2,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,2.36375,22,25.1,73,2.5,1808,19.9,0.0,0.0,0.0,summer,No Holiday,Yes
04/07/2018,1.54,23,24.7,74,1.4,1596,19.7,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.0975,0,24.2,77,1.8,1365,19.9,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.8075,1,23.9,79,1.7,1121,20.0,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.46,2,23.6,80,1.5,879,19.9,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.22,3,23.5,81,0.9,878,20.0,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.08375,4,23.5,80,0.4,924,19.8,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.1575,5,23.5,80,0.3,838,19.8,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.2975,6,23.5,80,0.3,768,19.8,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.785,7,23.5,90,0.5,445,21.7,0.05,0.5,0.0,summer,No Holiday,Yes
05/07/2018,2.045,8,23.6,93,0.9,308,22.3,0.21,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.14,9,24.2,84,0.9,632,21.3,0.49,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.78375,10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.8625,11,26.3,71,1.1,1340,20.6,0.86,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.995,12,27.0,68,1.1,1744,20.5,1.2,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.91125,13,28.1,67,1.1,1772,21.3,1.43,0.0,0.0,summer,No Holiday,Yes
05/07/2018,0.91625,14,28.3,67,3.0,1242,21.5,1.73,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.01375,15,28.8,66,0.9,1806,21.8,1.55,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.13125,16,28.2,71,1.7,2000,22.4,0.96,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.47625,17,27.3,76,0.9,1971,22.6,0.52,0.0,0.0,summer,No Holiday,Yes
05/07/2018,2.63625,19,26.7,69,1.4,2000,20.5,0.36,0.0,0.0,summer,No Holiday,Yes
05/07/2018,2.4025,20,25.8,68,1.4,2000,19.4,0.09,0.0,0.0,summer,No Holiday,Yes
05/07/2018,2.32875,21,25.2,67,1.5,2000,18.6,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,2.17625,22,24.4,67,1.6,2000,17.8,0.0,0.0,0.0,summer,No Holiday,Yes
05/07/2018,1.5075,23,23.9,66,1.5,2000,17.1,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.09375,0,23.5,65,1.9,2000,16.5,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.79875,1,23.1,66,1.6,2000,16.3,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.4475,2,22.8,65,1.8,2000,15.8,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.25375,3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.09125,4,22.6,66,0.9,2000,15.9,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.13875,5,22.5,66,1.5,2000,15.8,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.65375,6,22.4,65,1.6,2000,15.4,0.01,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.56125,7,22.6,63,1.3,2000,15.1,0.21,0.0,0.0,summer,No Holiday,Yes
06/07/2018,2.59125,8,23.2,60,1.7,2000,14.9,0.58,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.3975,9,23.3,61,1.7,2000,15.3,0.8,0.0,0.0,summer,No Holiday,Yes
06/07/2018,0.9975,10,23.7,59,1.7,2000,15.2,0.89,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.03,11,23.9,59,2.1,2000,15.3,1.08,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.27,12,25.7,57,1.9,2000,16.5,2.32,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.2625,13,26.2,53,2.1,2000,15.8,2.23,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.26125,14,27.0,52,2.1,2000,16.2,2.51,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.4325,15,26.9,51,2.0,2000,15.9,1.95,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.79375,16,26.6,54,2.3,2000,16.5,1.24,0.0,0.0,summer,No Holiday,Yes
06/07/2018,2.6025,17,26.6,52,2.2,2000,15.9,1.02,0.0,0.0,summer,No Holiday,Yes
06/07/2018,2.52875,20,23.8,55,2.3,2000,14.2,0.05,0.0,0.0,summer,No Holiday,Yes
06/07/2018,2.47875,21,23.1,54,2.1,2000,13.2,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,2.14625,22,22.5,54,2.1,2000,12.7,0.0,0.0,0.0,summer,No Holiday,Yes
06/07/2018,1.5725,23,22.0,55,1.7,2000,12.5,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.23875,0,21.5,56,1.8,2000,12.3,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.09875,1,21.1,57,2.0,2000,12.2,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.7,2,20.7,58,1.5,2000,12.1,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.43125,3,20.4,59,1.0,2000,12.1,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.16375,4,20.0,63,1.8,2000,12.7,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.09125,5,19.8,63,1.4,2000,12.5,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.245,6,19.5,61,1.5,2000,11.7,0.03,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.45875,7,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,summer,No Holiday,Yes
07/07/2018,0.79,8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.01125,9,22.6,51,1.7,2000,11.9,1.87,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.0625,10,24.0,49,1.7,2000,12.6,2.48,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.16125,11,25.0,48,1.5,1986,13.2,2.95,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.41,12,26.4,47,1.7,2000,14.1,3.26,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.49875,13,27.5,43,2.0,2000,13.7,3.41,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.5375,14,28.3,43,1.6,1941,14.5,3.33,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.72375,15,28.7,42,1.3,2000,14.5,2.98,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.955,16,28.9,44,1.6,1998,15.4,2.2,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.275,17,28.9,45,1.4,2000,15.7,1.89,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.5475,18,27.8,48,1.2,2000,15.7,0.91,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.69,19,26.1,51,1.4,2000,15.1,0.32,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.54,20,24.6,51,1.7,2000,13.7,0.07,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.54375,21,23.4,52,1.4,2000,12.9,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,2.15125,22,22.6,51,1.7,2000,11.9,0.0,0.0,0.0,summer,No Holiday,Yes
07/07/2018,1.52,23,21.7,51,1.7,2000,11.1,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.26,0,20.7,51,1.7,2000,10.1,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.9325,1,19.9,52,1.6,2000,9.7,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.56,2,19.3,54,1.4,2000,9.7,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.325,3,18.8,56,1.2,2000,9.8,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.09625,4,18.4,57,1.1,2000,9.7,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.06625,5,18.1,57,1.4,2000,9.4,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.08375,6,17.8,58,1.1,2000,9.4,0.04,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.2625,7,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.605,8,19.1,53,1.7,1952,9.2,0.8,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.73375,9,20.8,51,1.5,1973,10.2,1.65,0.0,0.0,summer,No Holiday,Yes
08/07/2018,0.83375,10,22.5,48,1.6,1940,10.9,2.33,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.06625,11,23.8,47,2.1,2000,11.8,2.59,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.29625,12,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.5525,13,26.1,45,1.8,2000,13.2,3.33,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.64625,14,27.1,41,1.4,1941,12.7,3.24,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.86625,15,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.3375,16,27.9,39,1.2,2000,12.6,2.16,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.5825,17,27.4,44,1.7,2000,14.0,1.17,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.68875,18,26.7,48,1.0,2000,14.7,0.53,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.59,19,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.685,20,25.7,53,1.3,2000,15.3,0.03,0.0,0.0,summer,No Holiday,Yes
08/07/2018,2.31875,21,25.3,55,1.4,2000,15.6,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.89625,22,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,summer,No Holiday,Yes
08/07/2018,1.315,23,24.6,60,2.6,2000,16.3,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.875,0,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.4425,1,23.7,64,0.8,2000,16.4,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.23375,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.10625,3,21.9,63,1.3,2000,14.5,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.0075,4,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.12625,5,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.3575,6,21.0,64,1.0,2000,13.9,0.03,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.31375,7,20.9,66,1.4,2000,14.3,0.1,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.5875,8,20.7,73,0.8,2000,15.6,0.3,0.2,0.0,summer,No Holiday,Yes
09/07/2018,0.46875,9,21.1,72,1.0,1982,15.8,0.52,0.0,0.0,summer,No Holiday,Yes
09/07/2018,0.02125,10,21.1,73,1.2,1957,16.0,0.4,0.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.0175,11,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,summer,No Holiday,Yes
09/07/2018,-0.16125,12,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.12625,13,20.3,87,1.0,771,18.0,0.31,0.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.1125,14,20.2,89,1.0,1854,18.3,0.27,0.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.17625,15,20.3,90,0.9,1356,18.5,0.34,0.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.165,16,20.2,91,1.2,1637,18.6,0.42,1.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.12,17,20.3,93,1.4,1684,19.1,0.32,1.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.075,18,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.165,19,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.19,20,20.3,95,0.8,1372,19.4,0.02,1.0,0.0,summer,No Holiday,Yes
09/07/2018,-0.13125,21,20.3,96,1.0,1007,19.6,0.0,1.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.16125,22,20.4,96,1.1,1641,19.7,0.0,0.5,0.0,summer,No Holiday,Yes
09/07/2018,-0.2,23,20.4,96,0.6,1137,19.7,0.0,1.0,0.0,summer,No Holiday,Yes
10/07/2018,-0.21375,0,20.4,97,0.3,183,19.9,0.0,5.5,0.0,summer,No Holiday,Yes
10/07/2018,-0.20125,1,20.4,97,0.3,193,19.9,0.0,8.5,0.0,summer,No Holiday,Yes
10/07/2018,-0.145,2,20.5,98,0.5,596,20.1,0.0,6.5,0.0,summer,No Holiday,Yes
10/07/2018,-0.08,3,20.6,98,0.8,1986,20.2,0.0,0.5,0.0,summer,No Holiday,Yes
10/07/2018,-0.08375,4,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,summer,No Holiday,Yes
10/07/2018,-0.0325,5,20.6,97,0.6,2000,20.1,0.0,0.0,0.0,summer,No Holiday,Yes
10/07/2018,0.4175,6,20.7,97,0.9,2000,20.2,0.02,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.26125,7,21.1,95,0.4,2000,20.2,0.14,0.0,0.0,summer,No Holiday,Yes
10/07/2018,2.27125,8,21.7,89,0.5,2000,19.8,0.31,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.07625,9,22.3,86,1.0,2000,19.8,0.42,0.0,0.0,summer,No Holiday,Yes
10/07/2018,0.71,10,22.6,85,0.9,1996,19.9,0.38,0.0,0.0,summer,No Holiday,Yes
10/07/2018,0.88625,11,23.2,82,1.1,1991,19.9,0.47,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.04375,12,24.1,80,0.8,2000,20.4,0.72,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.0925,13,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.1775,14,25.5,77,0.8,1957,21.1,0.75,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.21125,15,25.7,77,0.5,1875,21.3,0.48,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.5775,16,26.3,74,0.7,1580,21.2,0.52,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.75375,17,26.5,76,1.0,1400,21.9,0.36,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.83125,18,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,summer,No Holiday,Yes
10/07/2018,0.7425,19,25.7,83,1.1,1011,22.5,0.08,0.5,0.0,summer,No Holiday,Yes
10/07/2018,0.885,20,25.3,89,0.3,745,23.3,0.0,0.0,0.0,summer,No Holiday,Yes
10/07/2018,1.44,21,25.1,86,0.3,870,22.5,0.0,0.0,0.0,summer,No Holiday,Yes
